URL,Name,2026,2025,2024
https://www.timeshighereducation.com/world-university-rankings/duke-university,Duke University,82.9,83.4,83.9
https://www.timeshighereducation.com/world-university-rankings/university-edinburgh,University of Edinburgh,82.5,82.5,82.5
https://www.timeshighereducation.com/world-university-rankings/northwestern-university,Northwestern University,81.9,81.4,83.2
https://www.timeshighereducation.com/world-university-rankings/nanyang-technological-university-singapore,"Nanyang Technological University, Singapore",81.6,81.8,82.3
https://www.timeshighereducation.com/world-university-rankings/new-york-university,New York University,81.6,80.3,83.5
https://www.timeshighereducation.com/world-university-rankings/university-hong-kong,University of Hong Kong,80.5,79.6,80.3
https://www.timeshighereducation.com/world-university-rankings/lmu-munich,LMU Munich,79.7,78.7,79
https://www.timeshighereducation.com/world-university-rankings/ecole-polytechnique-federale-de-lausanne,École Polytechnique Fédérale de Lausanne,79.6,80.4,81.4
https://www.timeshighereducation.com/world-university-rankings/fudan-university,Fudan University,79.3,78.8,77.5
https://www.timeshighereducation.com/world-university-rankings/university-melbourne,University of Melbourne,79,78.4,79.2
https://www.timeshighereducation.com/world-university-rankings/kings-college-london,King’s College London,78.7,78.8,79
https://www.timeshighereducation.com/world-university-rankings/zhejiang-university,Zhejiang University,78.3,76.2,75
https://www.timeshighereducation.com/world-university-rankings/shanghai-jiao-tong-university,Shanghai Jiao Tong University,77.6,75.8,77.7
https://www.timeshighereducation.com/world-university-rankings/georgia-institute-technology,Georgia Institute of Technology,77.1,78.3,80
https://www.timeshighereducation.com/world-university-rankings/mcgill-university,McGill University,77.1,76.7,76
https://www.timeshighereducation.com/world-university-rankings/chinese-university-hong-kong,The Chinese University of Hong Kong,77.1,76.8,75.4
https://www.timeshighereducation.com/world-university-rankings/university-illinois-urbana-champaign,University of Illinois at Urbana-Champaign,77.1,76.5,77.9
https://www.timeshighereducation.com/world-university-rankings/university-british-columbia,University of British Columbia,77,77.8,78
https://www.timeshighereducation.com/world-university-rankings/ku-leuven,KU Leuven,76.8,77,77
https://www.timeshighereducation.com/world-university-rankings/university-california-san-diego,"University of California, San Diego",76.6,79.9,81
https://www.timeshighereducation.com/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris,Paris Sciences et Lettres – PSL Research University Paris,76.5,77.7,78.5
https://www.timeshighereducation.com/world-university-rankings/universitat-heidelberg,Heidelberg University,76.3,76.2,76.7
https://www.timeshighereducation.com/world-university-rankings/university-texas-austin,University of Texas at Austin,75.8,75.9,75.5
https://www.timeshighereducation.com/world-university-rankings/university-science-and-technology-china,University of Science and Technology of China,75.7,75.5,74.8
https://www.timeshighereducation.com/world-university-rankings/london-school-economics-and-political-science,London School of Economics and Political Science,75.4,75.9,76.8
https://www.timeshighereducation.com/world-university-rankings/karolinska-institute,Karolinska Institute,75,76.1,75.9
https://www.timeshighereducation.com/world-university-rankings/university-sydney,The University of Sydney,75,73.7,73.8
https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-madison,University of Wisconsin-Madison,75,74.8,73.3
https://www.timeshighereducation.com/world-university-rankings/university-manchester,University of Manchester,74.9,75.5,75.6
https://www.timeshighereducation.com/world-university-rankings/delft-university-technology,Delft University of Technology,74.3,74.8,76.3
https://www.timeshighereducation.com/world-university-rankings/monash-university,Monash University,74.1,73.8,75.2
https://www.timeshighereducation.com/world-university-rankings/seoul-national-university,Seoul National University,74.1,73.5,73.4
https://www.timeshighereducation.com/world-university-rankings/hong-kong-university-science-and-technology,The Hong Kong University of Science and Technology,74.1,72.9,73
https://www.timeshighereducation.com/world-university-rankings/kyoto-university,Kyoto University,74,75.2,75
https://www.timeshighereducation.com/world-university-rankings/nanjing-university,Nanjing University,73.7,73,70.9
https://www.timeshighereducation.com/world-university-rankings/university-amsterdam,University of Amsterdam,73.7,73.8,73.6
https://www.timeshighereducation.com/world-university-rankings/university-california-davis,"University of California, Davis",72.8,73.5,74.1
https://www.timeshighereducation.com/world-university-rankings/brown-university,Brown University,72.6,73.8,73
